sample_id,temperature_C,rpm,vibration_g,noise_dB,current_A,voltage_V,power_W,humidity_pct,failure_mode,health_status
290,45.02,688.6,0.1039,36.06,0.206,227.97,46.97,79.39,Electrical_Overheat,Warning
291,42.6,1058.4,0.1202,36.56,0.3538,222.7,78.79,89.47,Electrical_Overheat,Warning
292,39.7,615.3,0.0934,37.68,0.1492,223.71,33.37,88.46,Electrical_Overheat,Warning
293,46.42,659.9,0.1012,39.54,0.1539,229.27,35.3,86.21,Electrical_Overheat,Warning
294,42.15,786.0,0.1316,36.27,0.2516,231.67,58.29,87.27,Electrical_Overheat,Warning
295,34.54,947.8,0.1156,38.22,0.2577,225.39,58.09,87.53,Electrical_Overheat,Warning
296,33.0,792.8,0.1462,38.21,0.1746,226.65,39.58,87.1,Electrical_Overheat,Warning
297,48.14,794.6,0.1262,39.78,0.2045,230.34,47.1,95.95,Electrical_Overheat,Warning
298,36.06,867.4,0.1276,39.59,0.2398,226.14,54.24,86.35,Electrical_Overheat,Warning
299,45.07,856.4,0.1045,36.87,0.2119,225.5,47.78,88.46,Electrical_Overheat,Warning
300,43.73,1167.7,0.1145,40.84,0.2852,223.22,63.67,86.22,Electrical_Overheat,Warning
301,41.18,1023.5,0.1095,36.62,0.2689,223.14,60.0,90.86,Electrical_Overheat,Warning
302,55.16,841.6,0.1047,40.26,0.1963,240.0,47.12,88.49,Electrical_Overheat,Warning
303,44.48,1277.5,0.1295,37.61,0.3604,226.02,81.45,86.71,Electrical_Overheat,Warning
304,47.94,988.5,0.1324,38.76,0.2114,233.83,49.43,80.29,Electrical_Overheat,Warning
305,45.11,725.6,0.1257,38.87,0.1972,235.42,46.43,88.75,Electrical_Overheat,Warning
306,42.0,946.2,0.1081,38.82,0.2683,226.08,60.65,86.59,Electrical_Overheat,Warning
307,43.28,996.4,0.1248,39.59,0.2649,228.84,60.61,87.56,Electrical_Overheat,Warning
308,52.16,776.2,0.0925,39.13,0.2386,227.51,54.28,83.19,Electrical_Overheat,Warning
309,49.94,710.5,0.139,39.77,0.1527,218.94,33.43,93.39,Electrical_Overheat,Warning
310,55.13,915.6,0.1013,39.25,0.2263,219.24,49.6,91.14,Electrical_Overheat,Warning
311,44.73,835.2,0.1039,36.46,0.215,227.24,48.85,93.38,Electrical_Overheat,Warning
312,38.12,1166.2,0.1217,38.94,0.3327,224.88,74.81,92.27,Electrical_Overheat,Warning
313,40.75,1033.4,0.1229,37.59,0.2834,236.46,67.0,90.11,Electrical_Overheat,Warning
314,36.26,784.7,0.119,36.71,0.2699,225.82,60.96,83.35,Electrical_Overheat,Warning
315,48.01,976.7,0.1041,38.03,0.2397,236.75,56.76,94.99,Electrical_Overheat,Warning
316,39.87,1128.1,0.1363,38.8,0.2641,224.62,59.31,84.18,Electrical_Overheat,Warning
317,33.0,649.1,0.0958,38.9,0.2237,236.56,52.93,86.75,Electrical_Overheat,Warning
318,58.2,715.9,0.0987,40.21,0.1525,229.53,34.99,90.56,Electrical_Overheat,Warning
319,39.97,898.0,0.1185,40.61,0.2599,229.82,59.73,90.75,Electrical_Overheat,Warning
320,39.93,906.4,0.1018,39.04,0.2161,224.44,48.5,90.03,Electrical_Overheat,Warning
321,53.44,890.6,0.1376,39.34,0.1816,229.88,41.76,86.24,Electrical_Overheat,Warning
322,36.13,844.1,0.1031,38.65,0.2161,235.46,50.89,85.43,Electrical_Overheat,Warning
323,50.23,841.3,0.1424,39.74,0.2507,226.28,56.72,97.68,Electrical_Overheat,Warning
324,39.86,969.2,0.1349,39.29,0.2262,225.3,50.97,87.65,Electrical_Overheat,Warning
325,35.44,1104.1,0.1377,38.41,0.3122,225.77,70.49,87.17,Electrical_Overheat,Warning
326,53.65,813.4,0.1471,41.98,0.2394,235.1,56.28,85.02,Electrical_Overheat,Warning
327,48.94,1338.9,0.1212,37.62,0.324,231.28,74.94,88.75,Electrical_Overheat,Warning
328,48.92,1252.9,0.1054,40.85,0.3299,234.24,77.27,88.57,Electrical_Overheat,Warning
329,45.61,1139.3,0.1185,36.31,0.3494,228.57,79.86,87.74,Electrical_Overheat,Warning
330,47.0,1012.0,0.1119,39.81,0.2896,227.2,65.79,89.29,Electrical_Overheat,Warning
331,35.99,1261.4,0.1098,40.82,0.3312,229.12,75.89,94.68,Electrical_Overheat,Warning
332,44.07,847.8,0.1222,35.42,0.239,232.35,55.53,85.48,Electrical_Overheat,Warning
333,37.81,750.1,0.1155,38.72,0.1823,225.76,41.16,87.97,Electrical_Overheat,Warning
334,35.05,805.3,0.1092,39.66,0.247,233.84,57.75,85.27,Electrical_Overheat,Warning
335,45.87,719.5,0.1165,38.91,0.2239,228.83,51.24,88.95,Electrical_Overheat,Warning
336,50.36,921.9,0.1279,39.11,0.2507,214.97,53.9,85.58,Electrical_Overheat,Warning
337,41.09,954.0,0.1337,38.72,0.2624,231.42,60.72,85.75,Electrical_Overheat,Warning
338,42.12,936.2,0.097,36.73,0.2235,220.64,49.32,82.11,Electrical_Overheat,Warning
339,36.55,897.8,0.1156,42.33,0.2034,231.3,47.05,88.18,Electrical_Overheat,Warning
340,43.44,924.0,0.118,37.69,0.2375,231.51,54.98,89.48,Electrical_Overheat,Warning
341,47.96,1212.5,0.103,39.2,0.3229,228.65,73.84,95.06,Electrical_Overheat,Warning
342,48.15,1011.6,0.1183,37.45,0.3009,229.72,69.12,89.63,Electrical_Overheat,Warning
343,46.67,1066.1,0.1221,35.0,0.3116,232.49,72.45,86.05,Electrical_Overheat,Warning
344,39.68,934.3,0.1275,37.01,0.2558,224.52,57.44,82.5,Electrical_Overheat,Warning
345,39.49,609.2,0.1211,36.16,0.1965,230.97,45.37,83.04,Electrical_Overheat,Warning
346,48.18,573.5,0.1073,40.26,0.1277,232.82,29.74,82.75,Electrical_Overheat,Warning
347,48.28,1274.9,0.1489,37.52,0.3719,235.8,87.71,95.12,Electrical_Overheat,Warning
348,42.36,804.3,0.1319,37.67,0.1939,221.47,42.95,88.92,Electrical_Overheat,Warning
349,40.83,789.0,0.1279,36.78,0.2461,229.04,56.36,85.53,Electrical_Overheat,Warning
350,52.79,897.6,0.1275,38.84,0.2741,223.08,61.14,86.08,Electrical_Overheat,Warning
351,65.29,540.3,0.1313,40.03,0.1771,222.54,39.41,83.03,Electrical_Overheat,Warning
352,52.38,1031.4,0.1209,37.51,0.2744,226.66,62.2,85.42,Electrical_Overheat,Warning
353,49.32,1045.7,0.1361,41.12,0.2776,220.87,61.32,86.7,Electrical_Overheat,Warning
354,60.84,817.8,0.1295,40.18,0.1854,235.01,43.57,94.3,Electrical_Overheat,Warning
355,53.18,833.2,0.0943,40.88,0.272,236.64,64.36,96.36,Electrical_Overheat,Warning
356,52.0,871.3,0.0998,38.59,0.2204,224.73,49.52,89.14,Electrical_Overheat,Warning
357,42.57,553.5,0.137,36.47,0.1579,220.07,34.76,87.84,Electrical_Overheat,Warning
358,55.72,474.3,0.1165,39.24,0.1343,228.68,30.72,86.44,Electrical_Overheat,Warning
359,47.57,1134.3,0.1224,35.76,0.2672,224.59,60.02,91.02,Electrical_Overheat,Warning
360,47.89,751.7,0.1364,37.96,0.1534,232.87,35.71,96.34,Electrical_Overheat,Warning
361,47.58,1233.9,0.1199,38.81,0.3313,223.06,73.89,94.76,Electrical_Overheat,Warning
362,54.16,1146.7,0.1205,42.34,0.2951,229.72,67.8,92.24,Electrical_Overheat,Warning
363,40.2,1182.1,0.1075,39.01,0.3147,227.57,71.62,92.18,Electrical_Overheat,Warning
364,49.56,782.9,0.1253,38.73,0.2396,223.62,53.58,91.05,Electrical_Overheat,Warning
365,57.98,610.5,0.1284,38.4,0.17,228.2,38.8,87.62,Electrical_Overheat,Warning
366,42.25,704.4,0.1117,36.33,0.21,231.39,48.6,84.93,Electrical_Overheat,Warning
367,52.28,819.6,0.1068,38.64,0.2323,227.43,52.83,87.72,Electrical_Overheat,Warning
368,46.59,472.8,0.1577,38.67,0.1181,227.49,26.87,89.45,Electrical_Overheat,Warning
369,48.2,814.4,0.1187,36.93,0.1908,222.64,42.47,82.13,Electrical_Overheat,Warning
370,62.76,863.7,0.1102,36.58,0.2391,232.72,55.64,87.2,Electrical_Overheat,Warning
371,39.38,667.0,0.1302,37.72,0.1813,232.22,42.1,84.58,Electrical_Overheat,Warning
372,56.47,712.7,0.1193,38.6,0.2166,224.95,48.72,91.75,Electrical_Overheat,Warning
373,47.67,860.3,0.1044,37.76,0.2267,226.38,51.31,85.66,Electrical_Overheat,Warning
374,47.32,964.1,0.1269,36.8,0.2505,234.07,58.63,89.08,Electrical_Overheat,Warning
375,43.19,739.7,0.1077,38.97,0.1921,221.33,42.52,85.07,Electrical_Overheat,Warning
376,56.38,952.6,0.1426,39.37,0.2302,230.02,52.94,94.03,Electrical_Overheat,Warning
377,49.7,924.6,0.1271,38.7,0.2882,224.21,64.62,81.17,Electrical_Overheat,Warning
378,48.81,908.4,0.116,37.59,0.2753,235.89,64.95,89.66,Electrical_Overheat,Warning
379,51.83,782.6,0.1216,39.46,0.1764,227.32,40.1,82.82,Electrical_Overheat,Warning
380,49.85,660.0,0.133,38.19,0.1994,233.3,46.51,85.81,Electrical_Overheat,Warning
381,36.91,1205.4,0.1227,36.58,0.2723,223.19,60.78,88.6,Electrical_Overheat,Warning
382,47.58,1013.5,0.1505,40.17,0.2992,220.76,66.06,88.8,Electrical_Overheat,Warning
383,57.38,1081.0,0.1363,39.07,0.2708,225.83,61.15,88.69,Electrical_Overheat,Warning
384,40.4,884.9,0.127,38.31,0.2474,228.31,56.49,88.39,Electrical_Overheat,Warning
385,43.35,870.5,0.1065,35.96,0.1801,224.45,40.43,85.3,Electrical_Overheat,Warning
386,48.04,988.3,0.1179,37.3,0.232,230.79,53.54,87.16,Electrical_Overheat,Warning
387,45.92,569.8,0.1269,41.76,0.1659,225.95,37.48,87.92,Electrical_Overheat,Warning
388,50.86,699.4,0.1082,36.06,0.1682,216.59,36.44,88.56,Electrical_Overheat,Warning
389,43.32,756.4,0.1386,38.09,0.1797,229.76,41.29,87.54,Electrical_Overheat,Warning
390,48.31,818.2,0.106,38.47,0.2582,222.59,57.48,90.65,Electrical_Overheat,Warning
391,50.71,741.7,0.1108,39.02,0.2603,225.19,58.61,88.16,Electrical_Overheat,Warning
392,55.64,959.9,0.1119,36.08,0.2835,234.77,66.56,88.59,Electrical_Overheat,Warning
393,59.86,914.7,0.1307,38.78,0.2152,235.86,50.75,86.31,Electrical_Overheat,Warning
394,49.2,1150.7,0.1084,35.78,0.3576,224.12,80.15,83.7,Electrical_Overheat,Warning
395,64.4,1345.3,0.0941,38.66,0.3177,229.89,73.04,88.4,Electrical_Overheat,Warning
396,49.75,672.7,0.1356,37.45,0.1721,224.24,38.58,92.51,Electrical_Overheat,Warning
397,56.91,926.5,0.1136,37.1,0.2501,225.57,56.42,89.53,Electrical_Overheat,Warning
398,64.71,926.2,0.1046,39.85,0.3018,223.97,67.6,84.61,Electrical_Overheat,Warning
399,52.04,897.4,0.1092,38.12,0.2661,218.38,58.11,90.98,Electrical_Overheat,Warning
400,41.34,704.7,0.1447,39.27,0.1763,227.48,40.09,86.49,Electrical_Overheat,Warning
401,51.7,734.9,0.1106,39.32,0.171,228.44,39.07,90.59,Electrical_Overheat,Warning
402,46.73,943.3,0.1182,40.55,0.2809,223.64,62.82,86.36,Electrical_Overheat,Warning
403,49.11,729.8,0.1136,36.55,0.1811,232.44,42.09,89.18,Electrical_Overheat,Warning
404,65.09,928.7,0.1023,39.98,0.2552,224.82,57.37,85.78,Electrical_Overheat,Warning
405,42.41,855.7,0.1093,38.53,0.1917,223.81,42.9,85.88,Electrical_Overheat,Warning
406,53.18,925.5,0.1013,37.89,0.2641,229.63,60.65,81.69,Electrical_Overheat,Warning
407,44.85,728.4,0.1337,36.64,0.209,219.29,45.83,89.8,Electrical_Overheat,Warning
408,48.88,928.3,0.1214,39.48,0.2147,231.53,49.71,89.24,Electrical_Overheat,Warning
409,56.32,741.4,0.1557,37.01,0.2275,224.99,51.19,89.46,Electrical_Overheat,Warning
410,53.3,928.9,0.1098,39.34,0.2646,231.95,61.38,88.87,Electrical_Overheat,Warning
411,49.46,1141.1,0.1077,41.62,0.3267,233.44,76.26,84.83,Electrical_Overheat,Warning
412,46.46,947.0,0.142,40.08,0.2436,230.2,56.08,91.57,Electrical_Overheat,Warning
413,53.29,957.9,0.1352,40.75,0.262,222.94,58.41,91.67,Electrical_Overheat,Warning
414,63.13,1047.1,0.1255,37.34,0.2827,220.75,62.41,84.73,Electrical_Overheat,Warning
415,44.68,647.4,0.104,39.73,0.1696,219.83,37.28,89.88,Electrical_Overheat,Warning
416,64.57,1209.4,0.1451,36.65,0.3292,232.51,76.55,91.21,Electrical_Overheat,Warning
417,59.53,710.0,0.119,38.12,0.2253,226.33,51.0,85.97,Electrical_Overheat,Warning
418,60.74,1058.3,0.1138,41.31,0.3138,224.0,70.29,86.65,Electrical_Overheat,Warning
419,53.23,1034.4,0.1364,37.52,0.2448,226.34,55.41,89.88,Electrical_Overheat,Warning
420,59.33,737.6,0.1197,40.3,0.2252,232.4,52.34,81.91,Electrical_Overheat,Warning
421,43.92,1081.6,0.1033,40.14,0.3232,230.89,74.63,83.55,Electrical_Overheat,Warning
422,46.33,989.6,0.1206,40.24,0.2614,229.19,59.9,83.94,Electrical_Overheat,Warning
423,56.47,1240.2,0.1088,36.45,0.3469,230.19,79.85,80.79,Electrical_Overheat,Warning
424,53.15,934.8,0.08,39.35,0.2645,227.9,60.29,92.03,Electrical_Overheat,Warning
425,50.0,880.5,0.1073,38.25,0.2127,228.51,48.61,80.05,Electrical_Overheat,Warning
426,33.36,807.3,0.1124,40.26,0.2061,228.11,47.0,89.14,Electrical_Overheat,Warning
427,47.97,586.2,0.1034,35.83,0.1781,227.0,40.43,90.97,Electrical_Overheat,Warning
428,42.75,842.7,0.1283,39.09,0.2124,230.77,49.01,86.65,Electrical_Overheat,Warning
429,54.54,850.3,0.1088,38.87,0.2552,228.81,58.39,85.19,Electrical_Overheat,Warning
430,49.7,947.2,0.1269,35.28,0.2903,222.6,64.62,88.71,Electrical_Overheat,Warning
431,46.61,643.8,0.1023,37.07,0.2045,229.64,46.95,87.81,Electrical_Overheat,Warning
432,69.74,857.0,0.1331,35.54,0.2848,228.24,65.0,91.71,Electrical_Overheat,Warning
433,58.39,1003.7,0.1017,37.33,0.2668,230.06,61.38,77.55,Electrical_Overheat,Warning
434,58.52,1021.6,0.0864,39.39,0.279,226.48,63.2,84.22,Electrical_Overheat,Warning
435,66.62,565.2,0.1378,38.82,0.1606,231.06,37.1,89.99,Electrical_Overheat,Warning
436,56.73,1027.2,0.1077,38.77,0.2739,226.69,62.1,88.0,Electrical_Overheat,Warning
437,45.6,855.6,0.1452,36.82,0.2446,230.62,56.41,90.73,Electrical_Overheat,Warning
438,44.78,866.7,0.1281,40.31,0.1852,224.72,41.61,88.82,Electrical_Overheat,Warning
439,57.88,474.4,0.1314,38.47,0.133,225.06,29.93,87.27,Electrical_Overheat,Warning
440,36.49,1168.8,0.135,38.55,0.2755,230.01,63.36,86.62,Electrical_Overheat,Warning
441,50.5,931.8,0.1216,40.02,0.2234,225.34,50.33,96.87,Electrical_Overheat,Warning
442,35.7,624.3,0.1218,36.9,0.1878,238.03,44.71,93.79,Electrical_Overheat,Warning
443,51.75,967.5,0.1384,38.87,0.2541,229.83,58.4,89.73,Electrical_Overheat,Warning
444,57.09,962.0,0.1216,39.18,0.2775,227.12,63.02,88.11,Electrical_Overheat,Warning
445,53.03,1120.1,0.1095,37.62,0.2944,231.1,68.04,89.9,Electrical_Overheat,Warning
446,57.69,844.3,0.1284,39.55,0.2572,224.6,57.77,91.02,Electrical_Overheat,Warning
447,64.95,902.2,0.0896,39.27,0.2355,231.62,54.54,89.43,Electrical_Overheat,Warning
448,50.04,784.3,0.139,38.34,0.1563,231.48,36.18,84.87,Electrical_Overheat,Warning
449,70.91,1007.6,0.1393,38.29,0.2766,233.27,64.53,94.76,Electrical_Overheat,Warning
450,59.32,509.6,0.1264,39.12,0.1261,233.1,29.4,86.77,Electrical_Overheat,Warning
451,56.5,638.5,0.1253,37.04,0.1832,220.25,40.36,85.9,Electrical_Overheat,Warning
452,57.47,741.1,0.1286,41.22,0.2077,221.41,45.98,91.08,Electrical_Overheat,Warning
453,75.39,718.6,0.1226,38.23,0.1681,225.43,37.89,87.21,Electrical_Overheat,Warning
454,55.78,801.9,0.099,38.63,0.2361,240.0,56.66,85.07,Electrical_Overheat,Warning
455,42.98,712.4,0.1273,37.84,0.2061,225.69,46.51,86.3,Electrical_Overheat,Warning
456,66.97,646.9,0.1241,40.44,0.1785,226.39,40.42,90.8,Electrical_Overheat,Warning
457,66.91,1177.5,0.0992,38.82,0.304,230.09,69.95,81.52,Electrical_Overheat,Warning
458,42.62,777.9,0.1398,39.73,0.1975,231.88,45.79,86.41,Electrical_Overheat,Warning
459,53.01,498.5,0.1277,39.07,0.1282,227.85,29.2,91.98,Electrical_Overheat,Warning
460,62.26,835.0,0.1002,38.14,0.1899,232.82,44.22,87.14,Electrical_Overheat,Warning
461,62.97,697.5,0.1083,40.0,0.1861,221.03,41.13,88.86,Electrical_Overheat,Warning
462,58.67,740.7,0.1119,39.06,0.2235,223.17,49.87,92.04,Electrical_Overheat,Warning
463,58.86,1027.9,0.1119,36.95,0.3001,232.81,69.86,91.28,Electrical_Overheat,Warning
464,51.08,819.3,0.1242,36.9,0.2093,227.05,47.52,86.08,Electrical_Overheat,Warning
465,39.2,692.5,0.106,38.74,0.2153,220.69,47.52,87.29,Electrical_Overheat,Warning
466,75.38,980.3,0.1362,39.97,0.3159,220.39,69.61,91.33,Electrical_Overheat,Warning
467,50.83,1107.0,0.135,41.15,0.2883,222.95,64.27,91.46,Electrical_Overheat,Warning
468,60.15,996.6,0.1289,35.63,0.2866,227.01,65.06,87.46,Electrical_Overheat,Warning
469,57.42,458.4,0.1206,38.54,0.1,229.34,22.93,87.59,Electrical_Overheat,Warning
470,66.01,699.3,0.1335,39.29,0.1528,225.35,34.43,88.84,Electrical_Overheat,Warning
471,59.65,908.5,0.116,38.98,0.2463,228.92,56.39,93.13,Electrical_Overheat,Warning
472,59.96,856.0,0.1096,40.13,0.2018,224.81,45.37,91.96,Electrical_Overheat,Warning
473,37.29,841.1,0.1371,39.56,0.2822,233.12,65.78,90.5,Electrical_Overheat,Warning
474,51.94,723.1,0.1246,36.91,0.2106,239.76,50.49,83.59,Electrical_Overheat,Warning
475,64.77,647.0,0.1102,36.86,0.2004,225.04,45.09,86.73,Electrical_Overheat,Warning
476,64.03,1261.4,0.114,39.0,0.3377,229.4,77.46,86.93,Electrical_Overheat,Warning
477,50.97,904.9,0.1094,40.1,0.215,228.99,49.24,93.33,Electrical_Overheat,Warning
478,45.88,1015.6,0.1491,38.73,0.2581,227.69,58.78,86.87,Electrical_Overheat,Warning
479,59.74,901.1,0.1201,35.95,0.2488,230.27,57.3,92.69,Electrical_Overheat,Warning
480,35.07,908.3,0.1223,36.81,0.2261,229.39,51.86,85.57,Electrical_Overheat,Warning
481,49.37,888.8,0.1304,39.62,0.2571,224.64,57.76,85.89,Electrical_Overheat,Warning
482,73.02,698.3,0.1025,37.94,0.2071,233.58,48.37,89.68,Electrical_Overheat,Warning
483,70.46,627.4,0.1358,38.69,0.1685,228.01,38.42,93.92,Electrical_Overheat,Warning
484,62.67,969.5,0.1113,40.22,0.2096,225.08,47.17,86.97,Electrical_Overheat,Warning
485,61.21,933.8,0.1463,36.56,0.2981,239.22,71.31,77.81,Electrical_Overheat,Warning
486,42.85,1068.9,0.1155,37.83,0.2809,226.42,63.61,81.7,Electrical_Overheat,Warning
487,52.69,1032.4,0.1349,37.66,0.3521,228.27,80.37,88.96,Electrical_Overheat,Warning
488,56.31,754.5,0.0841,39.07,0.2205,227.88,50.25,82.05,Electrical_Overheat,Warning
489,52.86,1103.9,0.1031,39.75,0.2904,226.35,65.73,84.42,Electrical_Overheat,Warning
490,55.86,1037.7,0.1158,36.11,0.2909,229.24,66.68,87.85,Electrical_Overheat,Warning
491,69.28,1024.4,0.0908,38.49,0.2189,222.78,48.77,78.25,Electrical_Overheat,Warning
492,54.31,1304.9,0.1286,39.9,0.3786,229.98,87.07,86.32,Electrical_Overheat,Warning
493,55.94,1267.9,0.1245,35.5,0.4113,218.21,89.76,83.26,Electrical_Overheat,Warning
494,64.72,1024.2,0.1058,38.4,0.2169,220.51,47.84,81.95,Electrical_Overheat,Warning
495,47.17,1001.7,0.1198,36.54,0.2608,236.13,61.59,84.67,Electrical_Overheat,Warning
496,51.88,1094.7,0.1316,37.46,0.2908,220.72,64.19,83.63,Electrical_Overheat,Warning
497,52.71,794.9,0.0898,35.0,0.2375,217.2,51.59,89.63,Electrical_Overheat,Warning
498,59.16,797.4,0.1017,40.75,0.2723,220.84,60.14,92.47,Electrical_Overheat,Warning
499,55.91,1021.2,0.1152,37.93,0.2846,235.7,67.09,86.38,Electrical_Overheat,Warning
500,56.16,745.8,0.1203,37.2,0.2595,218.04,56.58,85.48,Electrical_Overheat,Warning
501,53.31,1006.7,0.1192,39.03,0.2749,222.22,61.08,86.18,Electrical_Overheat,Warning
502,50.0,928.2,0.1328,36.82,0.2616,219.71,57.47,83.48,Electrical_Overheat,Warning
503,63.66,745.9,0.1269,36.66,0.2092,225.63,47.21,82.77,Electrical_Overheat,Warning
504,55.96,904.7,0.13,40.94,0.2766,224.82,62.18,81.38,Electrical_Overheat,Warning
505,63.74,1134.9,0.1,41.42,0.2928,224.6,65.77,82.61,Electrical_Overheat,Warning
506,49.67,914.8,0.1221,37.54,0.2681,236.28,63.36,94.16,Electrical_Overheat,Warning
507,53.3,915.6,0.1156,40.22,0.2116,221.0,46.76,85.11,Electrical_Overheat,Warning
508,56.91,959.2,0.141,39.08,0.2495,226.49,56.51,76.33,Electrical_Overheat,Warning
509,57.67,982.7,0.1225,36.22,0.246,228.69,56.27,85.51,Electrical_Overheat,Warning
510,64.85,840.4,0.1104,37.0,0.228,222.1,50.63,81.6,Electrical_Overheat,Warning
511,55.21,963.0,0.1322,41.01,0.2497,229.43,57.28,88.03,Electrical_Overheat,Warning
512,64.78,711.2,0.1281,36.19,0.2222,225.0,49.99,87.61,Electrical_Overheat,Warning
513,61.76,756.2,0.1082,42.19,0.1786,228.87,40.87,88.02,Electrical_Overheat,Warning
514,57.84,779.2,0.115,37.58,0.1611,226.46,36.49,87.64,Electrical_Overheat,Warning
515,50.98,984.6,0.1152,41.05,0.2266,216.75,49.11,86.35,Electrical_Overheat,Warning
516,64.87,928.8,0.1376,38.01,0.2768,233.53,64.64,82.12,Electrical_Overheat,Warning
517,51.18,875.8,0.1229,39.79,0.2081,237.35,49.4,87.51,Electrical_Overheat,Warning
518,58.54,1024.3,0.1304,40.75,0.2859,226.12,64.64,91.77,Electrical_Overheat,Warning
519,58.27,968.2,0.1129,40.75,0.2516,222.51,55.99,94.87,Electrical_Overheat,Warning
520,57.03,847.8,0.1248,37.56,0.2503,234.53,58.71,86.87,Electrical_Overheat,Warning
521,55.55,713.7,0.1387,37.11,0.1851,236.45,43.77,87.29,Electrical_Overheat,Warning
522,52.03,752.5,0.1148,38.37,0.2785,226.16,62.98,89.75,Electrical_Overheat,Warning
523,45.56,636.0,0.1217,36.4,0.2232,225.91,50.43,93.62,Electrical_Overheat,Warning
524,70.13,925.3,0.1004,38.89,0.2396,226.6,54.28,85.9,Electrical_Overheat,Warning
525,54.71,744.8,0.109,37.17,0.1873,218.63,40.96,90.5,Electrical_Overheat,Warning
526,57.67,810.8,0.1152,40.25,0.3044,225.54,68.65,84.59,Electrical_Overheat,Warning
527,57.62,877.0,0.1048,37.58,0.2054,235.57,48.4,89.09,Electrical_Overheat,Warning
528,67.62,1087.9,0.139,35.68,0.2904,226.16,65.68,91.59,Electrical_Overheat,Warning
529,74.43,1067.2,0.108,40.76,0.287,221.8,63.65,82.77,Electrical_Overheat,Warning
530,60.01,890.2,0.1313,38.8,0.2388,229.48,54.8,85.75,Electrical_Overheat,Warning
531,57.43,1127.8,0.1227,38.55,0.2545,223.66,56.91,91.52,Electrical_Overheat,Warning
532,49.58,537.8,0.1204,40.27,0.1581,226.67,35.83,90.2,Electrical_Overheat,Warning
533,46.97,1237.9,0.1414,39.91,0.3053,220.66,67.36,91.84,Electrical_Overheat,Warning
534,44.29,1024.6,0.0875,37.27,0.3147,221.82,69.81,91.11,Electrical_Overheat,Warning
535,52.24,918.5,0.1172,37.77,0.2061,230.69,47.55,86.47,Electrical_Overheat,Warning
536,41.71,739.6,0.1045,36.7,0.2001,227.58,45.54,96.38,Electrical_Overheat,Warning
537,67.48,821.1,0.0918,36.13,0.1589,223.12,35.46,88.33,Electrical_Overheat,Warning
538,62.15,1009.7,0.1028,39.43,0.2112,227.6,48.08,75.88,Electrical_Overheat,Warning
539,56.67,1013.8,0.1202,39.13,0.2488,223.96,55.72,86.7,Electrical_Overheat,Warning
540,67.73,1020.3,0.1096,39.73,0.2544,223.08,56.76,85.97,Electrical_Overheat,Warning
541,50.0,768.9,0.1329,40.57,0.2469,232.82,57.49,90.9,Electrical_Overheat,Warning
542,52.04,732.6,0.1169,39.75,0.1955,230.91,45.14,86.04,Electrical_Overheat,Warning
543,42.99,935.1,0.1153,39.9,0.2867,226.89,65.06,92.09,Electrical_Overheat,Warning
544,65.01,1038.6,0.1154,35.14,0.2682,227.72,61.07,89.98,Electrical_Overheat,Warning
545,52.12,900.6,0.1186,38.0,0.2584,226.96,58.66,83.9,Electrical_Overheat,Warning
546,58.84,1166.7,0.114,40.06,0.293,229.44,67.21,87.25,Electrical_Overheat,Warning
547,66.86,906.0,0.1078,36.61,0.2211,223.0,49.31,84.78,Electrical_Overheat,Warning
548,69.86,899.9,0.1342,38.65,0.191,231.31,44.18,88.52,Electrical_Overheat,Warning
549,58.47,1020.7,0.111,39.34,0.2832,228.77,64.78,84.75,Electrical_Overheat,Warning
550,52.77,947.2,0.1018,37.58,0.2478,221.2,54.81,87.6,Electrical_Overheat,Warning
551,69.01,1039.9,0.1056,36.45,0.3216,230.28,74.05,93.81,Electrical_Overheat,Warning
552,74.43,938.7,0.1179,38.71,0.2318,219.9,50.97,83.22,Electrical_Overheat,Warning
553,58.75,1264.7,0.0888,38.55,0.3801,217.1,82.53,90.85,Electrical_Overheat,Warning
554,68.3,931.7,0.1203,37.7,0.2438,230.63,56.22,82.15,Electrical_Overheat,Warning
555,77.8,1078.5,0.137,38.24,0.266,234.17,62.3,94.37,Electrical_Overheat,Warning
556,66.81,841.7,0.0993,40.08,0.2161,225.73,48.78,86.12,Electrical_Overheat,Warning
557,60.31,736.5,0.1218,39.58,0.1672,224.27,37.49,96.49,Electrical_Overheat,Warning
558,73.02,1029.2,0.1116,39.44,0.2979,235.55,70.17,94.54,Electrical_Overheat,Warning
559,57.3,884.0,0.1436,36.59,0.1928,226.03,43.58,87.38,Electrical_Overheat,Warning
560,52.34,1049.8,0.1118,43.16,0.3202,226.67,72.58,84.99,Electrical_Overheat,Warning
561,71.0,963.5,0.1418,40.2,0.2326,235.47,54.77,88.56,Electrical_Overheat,Warning
562,60.23,757.3,0.1114,39.34,0.2264,225.23,50.99,87.1,Electrical_Overheat,Warning
563,61.02,1093.4,0.1311,36.62,0.2941,223.73,65.79,86.23,Electrical_Overheat,Warning
564,58.28,743.2,0.1236,40.03,0.2069,231.08,47.82,81.33,Electrical_Overheat,Warning
565,59.64,1012.6,0.118,37.69,0.2554,223.44,57.06,85.79,Electrical_Overheat,Warning
566,76.22,1130.7,0.1086,38.19,0.3132,226.28,70.86,83.47,Electrical_Overheat,Warning
567,78.51,830.8,0.1246,35.78,0.2267,220.4,49.96,89.95,Electrical_Overheat,Warning
